id_evento_a,nombre_a,id_evento_b,nombre_b,deporte,disciplina,genero_a,genero_b,similitud,regla_detectada,auto_merge_candidate,razon,fuentes_a,fuentes_b,coexistencia_misma_fuente,tokens_extra_a,tokens_extra_b,perdida_multiplicidad,clasificacion_final,razon_refinada,semantic_key_a,semantic_key_b,distancia_a,distancia_b,peso_a,peso_b,modalidad_a,modalidad_b,clasificacion_phase5,razon_phase5
1454,"High Jump, Men (Olympic (non-medal))",1457,"High Jump, Handicap, Men (Olympic (non-medal))",Aquatics,Swimming,MEN,MEN,0.873239,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",,handicap,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [], [], [], [], [""high"", ""jump""]]","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [], [], [], [], [""handicap"", ""high"", ""jump""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1456,"Pole Vault, Men (Olympic (non-medal))",1458,"Pole Vault, Handicap, Men (Olympic (non-medal))",Aquatics,Swimming,MEN,MEN,0.876712,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",,handicap,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [], [], [], [], [""pole"", ""vault""]]","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [], [], [], [], [""handicap"", ""pole"", ""vault""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1501,"100 metres Freestyle, Boys (YOG)",1594,"4 × 100 metres Freestyle Relay, Boys (YOG)",Aquatics,Swimming,MEN,MEN,0.852941,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('2010', 'Summer Youth'), ('2014', 'Summer Youth')]",,4 relay x,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""aquatics"", ""swimming"", ""men"", ""youth"", ""medal"", [""freestyle""], [""100:m""], [], [], [""boys""]]","[""aquatics"", ""swimming"", ""men"", ""youth"", ""medal"", [""freestyle"", ""relay""], [""100:m""], [], [], [""4"", ""boys"", ""x""]]",100:m,100:m,,,freestyle,freestyle | relay,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2006,Swimming Men's 100 metres Freestyle,2085,Swimming Men's 4 x 100 metres Freestyle Relay,Aquatics,Swimming,MEN,MEN,0.875,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1964', 'Summer'), ('1968', 'Summer'), ('1972', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')] | fuente3:[('1964', 'Summer'), ('1968', 'Summer'), ('1972', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')]",,4 relay x,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], []]","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle"", ""relay""], [""100:m""], [], [], [""4"", ""x""]]",100:m,100:m,,,freestyle,freestyle | relay,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2006,Swimming Men's 100 metres Freestyle,2637,Swimming Men's 100 metres Freestyle For Sailors,Aquatics,Swimming,MEN,MEN,0.853659,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1896', 'Summer')] | fuente3:[('1896', 'Summer')]",,for sailors,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], []]","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], [""for"", ""sailors""]]",100:m,100:m,,,freestyle,freestyle,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2007,Swimming Men's 4 x 200 metres Freestyle Relay,2084,Swimming Men's 200 metres Freestyle,Aquatics,Swimming,MEN,MEN,0.875,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1968', 'Summer'), ('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')] | fuente3:[('1968', 'Summer'), ('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')]",4 relay x,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle"", ""relay""], [""200:m""], [], [], [""4"", ""x""]]","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""200:m""], [], [], []]",200:m,200:m,,,freestyle | relay,freestyle,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2084,Swimming Men's 200 metres Freestyle,2455,"Swimming Men's 1,200 metres Freestyle",Aquatics,Swimming,MEN,MEN,0.972222,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,,,1,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""200:m""], [], [], []]","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""1200:m""], [], [], []]",200:m,1200:m,,,freestyle,freestyle,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
2191,"Swimming Men's 1,500 metres Freestyle",2659,Swimming Men's 500 metres Freestyle,Aquatics,Swimming,MEN,MEN,0.972222,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,,1,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""1500:m""], [], [], []]","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""500:m""], [], [], []]",1500:m,500:m,,,freestyle,freestyle,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
2222,Swimming Men's 4 x 50 Yard Freestyle Relay,2627,Swimming Men's 50 yard Freestyle,Aquatics,Swimming,MEN,MEN,0.864865,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1904', 'Summer')] | fuente3:[('1904', 'Summer')]",4 relay x,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle"", ""relay""], [""50:yd""], [], [], [""4"", ""x""]]","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""50:yd""], [], [], []]",50:yd,50:yd,,,freestyle | relay,freestyle,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2726,Men's 100m Freestyle,2749,Men's 4 x 100m Freestyle Relay Team,Aquatics,Swimming,MEN,MEN,0.727273,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,"fuente3:[('2020', 'Summer')]",,4 relay team x,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], []]","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle"", ""relay"", ""team""], [""100:m""], [], [], [""4"", ""x""]]",100:m,100:m,,,freestyle,freestyle | relay | team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2726,Men's 100m Freestyle,3096,Men's 4 x 100m Freestyle Relay,Aquatics,Swimming,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,"fuente3:[('2024', 'Summer')]",,4 relay x,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], []]","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle"", ""relay""], [""100:m""], [], [], [""4"", ""x""]]",100:m,100:m,,,freestyle,freestyle | relay,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2749,Men's 4 x 100m Freestyle Relay Team,3096,Men's 4 x 100m Freestyle Relay,Aquatics,Swimming,MEN,MEN,0.923077,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,,team,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle"", ""relay"", ""team""], [""100:m""], [], [], [""4"", ""x""]]","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle"", ""relay""], [""100:m""], [], [], [""4"", ""x""]]",100:m,100:m,,,freestyle | relay | team,freestyle | relay,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
2859,Men's 200m Freestyle,2910,Men's 4 x 200m Freestyle Relay Team,Aquatics,Swimming,MEN,MEN,0.727273,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,"fuente3:[('2020', 'Summer')]",,4 relay team x,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""200:m""], [], [], []]","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle"", ""relay"", ""team""], [""200:m""], [], [], [""4"", ""x""]]",200:m,200:m,,,freestyle,freestyle | relay | team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2859,Men's 200m Freestyle,3103,Men's 4 x 200m Freestyle Relay,Aquatics,Swimming,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,"fuente3:[('2024', 'Summer')]",,4 relay x,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""200:m""], [], [], []]","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle"", ""relay""], [""200:m""], [], [], [""4"", ""x""]]",200:m,200:m,,,freestyle,freestyle | relay,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2891,Men's 4 x 100m Medley Relay Team,3043,Men's 4 x 100m Medley Relay,Aquatics,Swimming,MEN,MEN,0.915254,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,,team,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""relay"", ""team""], [""100:m""], [], [], [""4"", ""medley"", ""x""]]","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""relay""], [""100:m""], [], [], [""4"", ""medley"", ""x""]]",100:m,100:m,,,relay | team,relay,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
2910,Men's 4 x 200m Freestyle Relay Team,3103,Men's 4 x 200m Freestyle Relay,Aquatics,Swimming,MEN,MEN,0.923077,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,,team,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle"", ""relay"", ""team""], [""200:m""], [], [], [""4"", ""x""]]","[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle"", ""relay""], [""200:m""], [], [], [""4"", ""x""]]",200:m,200:m,,,freestyle | relay | team,freestyle | relay,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
1464,"4 × 100 metres Medley Relay, Mixed (Olympic)",1490,"4 × 100 metres Medley Relay, Mixed Youth (YOG)",Aquatics,Swimming,MIXED,MIXED,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,yog youth,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""aquatics"", ""swimming"", ""mixed"", ""adult"", ""medal"", [""mixed"", ""relay""], [""100:m""], [], [], [""4"", ""medley"", ""x""]]","[""aquatics"", ""swimming"", ""mixed"", ""youth"", ""medal"", [""mixed"", ""relay""], [""100:m""], [], [], [""4"", ""medley"", ""x""]]",100:m,100:m,,,mixed | relay,mixed | relay,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
2743,Mixed 4 x 100m Medley Relay Team,3097,Mixed 4 x 100m Medley Relay,Aquatics,Swimming,MIXED,MIXED,0.915254,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,,team,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""aquatics"", ""swimming"", ""mixed"", ""adult"", ""medal"", [""mixed"", ""relay"", ""team""], [""100:m""], [], [], [""4"", ""medley"", ""x""]]","[""aquatics"", ""swimming"", ""mixed"", ""adult"", ""medal"", [""mixed"", ""relay""], [""100:m""], [], [], [""4"", ""medley"", ""x""]]",100:m,100:m,,,mixed | relay | team,mixed | relay,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
788,"100 metres Freestyle, Women (Olympic)",798,"4 × 100 metres Freestyle Relay, Women (Olympic)",Aquatics,Swimming,WOMEN,WOMEN,0.871795,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer'), ('1928', 'Summer'), ('1932', 'Summer'), ('1936', 'Summer'), ('1948', 'Summer'), ('1952', 'Summer'), ('1956', 'Summer'), ('1960', 'Summer'), ('1964', 'Summer'), ('1968', 'Summer'), ('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",,4 relay x,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""aquatics"", ""swimming"", ""women"", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], []]","[""aquatics"", ""swimming"", ""women"", ""adult"", ""medal"", [""freestyle"", ""relay""], [""100:m""], [], [], [""4"", ""x""]]",100:m,100:m,,,freestyle,freestyle | relay,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
793,"4 × 200 metres Freestyle Relay, Women (Olympic)",800,"200 metres Freestyle, Women (Olympic)",Aquatics,Swimming,WOMEN,WOMEN,0.871795,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",4 relay x,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""aquatics"", ""swimming"", ""women"", ""adult"", ""medal"", [""freestyle"", ""relay""], [""200:m""], [], [], [""4"", ""x""]]","[""aquatics"", ""swimming"", ""women"", ""adult"", ""medal"", [""freestyle""], [""200:m""], [], [], []]",200:m,200:m,,,freestyle | relay,freestyle,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1489,"100 metres Freestyle, Girls (YOG)",1492,"4 × 100 metres Freestyle Relay, Girls (YOG)",Aquatics,Swimming,WOMEN,WOMEN,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('2010', 'Summer Youth'), ('2014', 'Summer Youth')]",,4 relay x,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""aquatics"", ""swimming"", ""women"", ""youth"", ""medal"", [""freestyle""], [""100:m""], [], [], [""girls""]]","[""aquatics"", ""swimming"", ""women"", ""youth"", ""medal"", [""freestyle"", ""relay""], [""100:m""], [], [], [""4"", ""girls"", ""x""]]",100:m,100:m,,,freestyle,freestyle | relay,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
